Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
1-heptanol;hexadecane;CCCCCCCO;CCCCCCCCCCCCCCCC;-5.62
1-decanol;hexadecane;CCCCCCCCCCO;CCCCCCCCCCCCCCCC;-7.68
dimethylether;hexadecane;COC;CCCCCCCCCCCCCCCC;-1.49
tetrahydrofuran;hexadecane;C1CCOC1;CCCCCCCCCCCCCCCC;-3.6
"1;4-dioxane";hexadecane;C1COCCO1;CCCCCCCCCCCCCCCC;-3.82
diethylether;hexadecane;CCOCC;CCCCCCCCCCCCCCCC;-2.81
"1;2-dimethoxyethane";hexadecane;COCCOC;CCCCCCCCCCCCCCCC;-3.63
anisole;hexadecane;COC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-5.35
formaldehyde;hexadecane;C=O;CCCCCCCCCCCCCCCC;-0.99
acetaldehyde;hexadecane;CC=O;CCCCCCCCCCCCCCCC;-1.68
propanal;hexadecane;CCC=O;CCCCCCCCCCCCCCCC;-2.48
butanal;hexadecane;CCCC=O;CCCCCCCCCCCCCCCC;-3.1
pentanal;hexadecane;CCCCC=O;CCCCCCCCCCCCCCCC;-3.89
benzaldehyde;hexadecane;C1=CC=C(C=C1)C=O;CCCCCCCCCCCCCCCC;-5.44
acetone;hexadecane;CC(=O)C;CCCCCCCCCCCCCCCC;-2.31
2-butanone;hexadecane;CCC(=O)C;CCCCCCCCCCCCCCCC;-3.12
cyclopentanone;hexadecane;C1CCC(=O)C1;CCCCCCCCCCCCCCCC;-4.39
2-pentanone;hexadecane;CCCC(=O)C;CCCCCCCCCCCCCCCC;-3.76
3-pentanone;hexadecane;CCC(=O)CC;CCCCCCCCCCCCCCCC;-3.83
2-hexanone;hexadecane;CCCCC(=O)C;CCCCCCCCCCCCCCCC;-4.45
"3;3-dimethylbutanone";hexadecane;CC(=O)C(C)(C)C;CCCCCCCCCCCCCCCC;-3.94
2-heptanone;hexadecane;CCCCCC(=O)C;CCCCCCCCCCCCCCCC;-5.13
4-heptanone;hexadecane;CCCC(=O)CCC;CCCCCCCCCCCCCCCC;-5.2
acetophenone;hexadecane;CC(=O)C1=CC=CC=C1;CCCCCCCCCCCCCCCC;-6.14
5-nonanone;hexadecane;CCCCC(=O)CCCC;CCCCCCCCCCCCCCCC;-6.46
aceticacid;hexadecane;CC(O)=O;CCCCCCCCCCCCCCCC;-2.39
propanoicacid;hexadecane;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCCCCCCCCCCCCC;-3.12
butanoicacid;hexadecane;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCCCCCCCCCCCCCCC;-3.86
pentanoicacid;hexadecane;CCCCC(O)=O;CCCCCCCCCCCCCCCC;-4.61
hexanoicacid;hexadecane;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CCCCCCCCCCCCCCCC;-5.35
methylformate;hexadecane;COC=O;CCCCCCCCCCCCCCCC;-1.99
ethylformate;hexadecane;CCOC=O;CCCCCCCCCCCCCCCC;-2.59
methylacetate;hexadecane;COC(C)=O;CCCCCCCCCCCCCCCC;-2.67
methylpropanoate;hexadecane;CCC(=O)OC;CCCCCCCCCCCCCCCC;-2.68
ethylacetate;hexadecane;CCOC(=O)C;CCCCCCCCCCCCCCCC;-3.25
methylbutanoate;hexadecane;CCCC(=O)OC;CCCCCCCCCCCCCCCC;-4.01
propylacetate;hexadecane;CCCOC(C)=O;CCCCCCCCCCCCCCCC;-3.93
methylpentanoate;hexadecane;CCCCC(=O)OC;CCCCCCCCCCCCCCCC;-4.69
butylacetate;hexadecane;CCCCOC(C)=O;CCCCCCCCCCCCCCCC;-4.61
methylhexanoate;hexadecane;CCCCCC(=O)OC;CCCCCCCCCCCCCCCC;-5.43
pentylacetate;hexadecane;CCCCCOC(C)=O;CCCCCCCCCCCCCCCC;-5.2
ethyloctadecanoate;hexadecane;CCCCCCCCCCCCCCCCCC(=O)OCC;CCCCCCCCCCCCCCCC;-13.69
ethylamine;hexadecane;CCN;CCCCCCCCCCCCCCCC;-2.29
dimethylamine;hexadecane;CNC;CCCCCCCCCCCCCCCC;-2.18
propylamine;hexadecane;CCCN;CCCCCCCCCCCCCCCC;-2.92
trimethylamine;hexadecane;CN(C)C;CCCCCCCCCCCCCCCC;-2.21
diethylamine;hexadecane;CCNCC;CCCCCCCCCCCCCCCC;-3.27
pentylamine;hexadecane;CCCCCN;CCCCCCCCCCCCCCCC;-4.28
dipropylamine;hexadecane;CCCNCCC;CCCCCCCCCCCCCCCC;-4.57
pyridine;hexadecane;C1=CC=NC=C1;CCCCCCCCCCCCCCCC;-4.1
aniline;hexadecane;C1=CC=C(C=C1)N;CCCCCCCCCCCCCCCC;-5.44
2-methylpyridine;hexadecane;CC1=CC=CC=N1;CCCCCCCCCCCCCCCC;-4.68
3-methylpyridine;hexadecane;CC1=CN=CC=C1;CCCCCCCCCCCCCCCC;-4.91
4-methylpyridine;hexadecane;CC1=CC=NC=C1;CCCCCCCCCCCCCCCC;-4.89
N-methylaniline;hexadecane;CNC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-6.19
"2;4-dimethylpyridine";hexadecane;CC1=CC(=NC=C1)C;CCCCCCCCCCCCCCCC;-5.52
"2;5-dimethylpyridine";hexadecane;CC1=CN=C(C=C1)C;CCCCCCCCCCCCCCCC;-5.52
"2;6-dimethylpyridine";hexadecane;CC1=NC(=CC=C1)C;CCCCCCCCCCCCCCCC;-5.27
acetonitrile;hexadecane;CC#N;CCCCCCCCCCCCCCCC;-2.37
propionitrile;hexadecane;CCC#N;CCCCCCCCCCCCCCCC;-2.84
butanonitrile;hexadecane;CCCC#N;CCCCCCCCCCCCCCCC;-3.48
benzonitrile;hexadecane;C1=CC=C(C=C1)C#N;CCCCCCCCCCCCCCCC;-5.51
nitroethane;hexadecane;CC[N+](=O)[O-];CCCCCCCCCCCCCCCC;-3.29
1-nitropropane;hexadecane;CCC[N+](=O)[O-];CCCCCCCCCCCCCCCC;-3.95
2-nitropropane;hexadecane;CC(C)[N+](=O)[O-];CCCCCCCCCCCCCCCC;-3.47
1-nitrobutane;hexadecane;CCCC[N+](=O)[O-];CCCCCCCCCCCCCCCC;-4.66
nitrobenzene;hexadecane;C1=CC=C(C=C1)[N+](=O)[O-];CCCCCCCCCCCCCCCC;-6.22
2-methyl-1-nitrobenzene;hexadecane;CC1=CC=CC=C1[N+](=O)[O-];CCCCCCCCCCCCCCCC;-6.52
ethanethiol;hexadecane;CCS;CCCCCCCCCCCCCCCC;-2.96
1-propanethiol;hexadecane;CCCS;CCCCCCCCCCCCCCCC;-3.66
thiophenol;hexadecane;C1=CC=C(C=C1)S;CCCCCCCCCCCCCCCC;-5.61
dimethylsulfide;hexadecane;CSC;CCCCCCCCCCCCCCCC;-3.05
dimethyldisulfide;hexadecane;CSSC;CCCCCCCCCCCCCCCC;-4.84
diethylsulfide;hexadecane;CCSCC;CCCCCCCCCCCCCCCC;-4.23
dipropylsulfide;hexadecane;CCCSCCC;CCCCCCCCCCCCCCCC;-5.61
allylalcohol;hexadecane;OCC=C;CCCCCCCCCCCCCCCC;-2.73
fluoroethane;hexadecane;CCF;CCCCCCCCCCCCCCCC;-0.76
fluorobenzene;hexadecane;C1=CC=C(C=C1)F;CCCCCCCCCCCCCCCC;-4.03
1-fluorohexane;hexadecane;CCCCCCF;CCCCCCCCCCCCCCCC;-4.03
1-fluorooctane;hexadecane;CCCCCCCCF;CCCCCCCCCCCCCCCC;-5.25
dichloromethane;hexadecane;C(Cl)Cl;CCCCCCCCCCCCCCCC;-2.76
chloroform;hexadecane;C(Cl)(Cl)Cl;CCCCCCCCCCCCCCCC;-3.38
chloroethane;hexadecane;CCCl;CCCCCCCCCCCCCCCC;-2.29
"1;1;1-trichloroethane";hexadecane;CC(Cl)(Cl)Cl;CCCCCCCCCCCCCCCC;-3.73
"1;1;2-trichloroethane";hexadecane;C(C(Cl)Cl)Cl;CCCCCCCCCCCCCCCC;-4.49
1-chloropropane;hexadecane;CCCCl;CCCCCCCCCCCCCCCC;-2.86
2-chloropropane;hexadecane;CC(C)Cl;CCCCCCCCCCCCCCCC;-2.69
3-chloropropene;hexadecane;C=CCCl;CCCCCCCCCCCCCCCC;-2.88
"Z-1;2-dichloroethene";hexadecane;C(=C\Cl)\Cl;CCCCCCCCCCCCCCCC;-3.33
"E-1;2-dichloroethene";hexadecane;C(=C/Cl)\Cl;CCCCCCCCCCCCCCCC;-3.11
trichloroethene;hexadecane;C(=C(Cl)Cl)Cl;CCCCCCCCCCCCCCCC;-4.08
chlorobenzene;hexadecane;C1=CC=C(C=C1)Cl;CCCCCCCCCCCCCCCC;-4.99
"1;2-dichlorobenzene";hexadecane;C1=CC=C(C(=C1)Cl)Cl;CCCCCCCCCCCCCCCC;-6.16
"1;4-dichlorobenzene";hexadecane;C1=CC(=CC=C1Cl)Cl;CCCCCCCCCCCCCCCC;-6.02
dibromomethane;hexadecane;C(Br)Br;CCCCCCCCCCCCCCCC;-3.94
bromoform;hexadecane;C(Br)(Br)Br;CCCCCCCCCCCCCCCC;-5.16
bromoethane;hexadecane;CCBr;CCCCCCCCCCCCCCCC;-2.89
1-bromopropane;hexadecane;CCCBr;CCCCCCCCCCCCCCCC;-3.57
2-bromopropane;hexadecane;CC(C)Br;CCCCCCCCCCCCCCCC;-3.26
1-bromobutane;hexadecane;CCCCBr;CCCCCCCCCCCCCCCC;-4.24
1-bromopentane;hexadecane;CCCCCBr;CCCCCCCCCCCCCCCC;-4.93
bromobenzene;hexadecane;C1=CC=C(C=C1)Br;CCCCCCCCCCCCCCCC;-5.51
"1-bromo-1-chloro-2;2;2-trifluoroethane";hexadecane;C(C(F)(F)F)(Cl)Br;CCCCCCCCCCCCCCCC;-2.97
"1-bromo-1;2;2;2-tetrafluoroethane";hexadecane;C(C(F)(F)F)(F)Br;CCCCCCCCCCCCCCCC;-1.87
tetrachloroethene;hexadecane;C(=C(Cl)Cl)(Cl)Cl;CCCCCCCCCCCCCCCC;-4.88
"1;1;2-trichloro-1;2;2-trifluoroethane";hexadecane;C(C(F)(Cl)Cl)(F)(F)Cl;CCCCCCCCCCCCCCCC;-2.89
"2;2;2-trifluoroethanol";hexadecane;C(C(F)(F)F)O;CCCCCCCCCCCCCCCC;-1.67
"1;1-dichloro-2;2-difluoroethylmethylether";hexadecane;FC(F)CC(Cl)(Cl)OC(Cl)(Cl)CC(F)F;CCCCCCCCCCCCCCCC;-3.9
ammonia;hexadecane;N;CCCCCCCCCCCCCCCC;-0.93
water;hexadecane;O;CCCCCCCCCCCCCCCC;-0.35
hydrogensulfide;hexadecane;S;CCCCCCCCCCCCCCCC;-0.72
diethyldisulfide;hexadecane;CCSSCC;CCCCCCCCCCCCCCCC;-5.74
acetamide;hexadecane;CC(=O)N;CCCCCCCCCCCCCCCC;-3.33
1-octanol;hexadecane;CCCCCCCCO;CCCCCCCCCCCCCCCC;-6.3
octanal;hexadecane;CCCCCCCC=O;CCCCCCCCCCCCCCCC;-5.98
2-octanone;hexadecane;CCCCCCC(=O)C;CCCCCCCCCCCCCCCC;-5.81
methylbenzoate;hexadecane;COC(=O)C1=CC=CC=C1;CCCCCCCCCCCCCCCC;-6.31
isopropylether;hexadecane;CC(C)OC(C)C;CCCCCCCCCCCCCCCC;-4.02
tetrahydropyran;hexadecane;C1CCOCC1;CCCCCCCCCCCCCCCC;-4.08
thiophene;hexadecane;C1=CSC=C1;CCCCCCCCCCCCCCCC;-4.01
ethylphenylether;hexadecane;CCOc1ccccc1;CCCCCCCCCCCCCCCC;-5.64
hydrogen;hexadecane;[HH];CCCCCCCCCCCCCCCC;1.64
3-bromopropene;hexadecane;C=CCBr;CCCCCCCCCCCCCCCC;-3.42
1-bromo-isobutane;hexadecane;CC(C)CBr;CCCCCCCCCCCCCCCC;-4.04
bromotoluene;hexadecane;CC1=CC=CC=C1Br;CCCCCCCCCCCCCCCC;-6.36
p-bromotoluene;hexadecane;CC1=CC=C(C=C1)Br;CCCCCCCCCCCCCCCC;-6.19
bromotrichloromethane;hexadecane;C(Cl)(Cl)(Cl)Br;CCCCCCCCCCCCCCCC;-4.46
dimethylmethylphosphonate;hexadecane;COP(=O)(C)OC;CCCCCCCCCCCCCCCC;-5.43
"3;4-dimethylpyridine";hexadecane;CC1=C(C=NC=C1)C;CCCCCCCCCCCCCCCC;-2.58
nitromethane;hexadecane;C[N+](=O)[O-];CCCCCCCCCCCCCCCC;-2.58
"3;5-dimethylpyridine";hexadecane;CC1=CC(=CN=C1)C;CCCCCCCCCCCCCCCC;-2.52
4-ethylpyridine;hexadecane;CCC1=CC=NC=C1;CCCCCCCCCCCCCCCC;-2.45
tetramethylsilane;hexadecane;C[Si](C)(C)C;CCCCCCCCCCCCCCCC;-2.92
urea;hexadecane;C(=O)(N)N;CCCCCCCCCCCCCCCC;-6.37
2-methylaniline;hexadecane;CC1=CC=CC=C1N;CCCCCCCCCCCCCCCC;-6.08
4-methylaniline;hexadecane;CC1=CC=C(C=C1)N;CCCCCCCCCCCCCCCC;-6.04
formamide;hexadecane;C(=O)N;CCCCCCCCCCCCCCCC;-2.91
iodobenzene;hexadecane;C1=CC=C(C=C1)I;CCCCCCCCCCCCCCCC;-6.25
diiodomethane;hexadecane;C(I)I;CCCCCCCCCCCCCCCC;-5.26
iodomethane;hexadecane;CI;CCCCCCCCCCCCCCCC;-2.88
iodoethane;hexadecane;CCI;CCCCCCCCCCCCCCCC;-3.51
3-iodopropene;hexadecane;C=CCI;CCCCCCCCCCCCCCCC;-4.1
1-iodopropane;hexadecane;CCCI;CCCCCCCCCCCCCCCC;-4.27
1-iodobutane;hexadecane;CCCCI;CCCCCCCCCCCCCCCC;-4.95
1-iodopentane;hexadecane;CCCCCI;CCCCCCCCCCCCCCCC;-5.63
n-pentane;hexadecyliodide;CCCCC;CCCCCCCCCCCCCCCCI;-2.59
n-hexane;hexadecyliodide;CCCCCC;CCCCCCCCCCCCCCCCI;-3.26
n-heptane;hexadecyliodide;CCCCCCC;CCCCCCCCCCCCCCCCI;-3.9
cyclohexane;hexadecyliodide;C1CCCCC1;CCCCCCCCCCCCCCCCI;-3.66
methylcyclohexane;hexadecyliodide;CC1CCCCC1;CCCCCCCCCCCCCCCCI;-4.07
benzene;hexadecyliodide;C1=CC=CC=C1;CCCCCCCCCCCCCCCCI;-3.71
toluene;hexadecyliodide;CC1=CC=CC=C1;CCCCCCCCCCCCCCCCI;-4.41
dichloromethane;hexadecyliodide;C(Cl)Cl;CCCCCCCCCCCCCCCCI;-2.76
chloroform;hexadecyliodide;C(Cl)(Cl)Cl;CCCCCCCCCCCCCCCCI;-3.36
n-hexane;hexane;CCCCCC;CCCCCC;-4
n-octane;hexane;CCCCCCCC;CCCCCC;-5.46
benzene;hexane;C1=CC=CC=C1;CCCCCC;-3.96
toluene;hexane;CC1=CC=CC=C1;CCCCCC;-4.84
ethylbenzene;hexane;CCC1=CC=CC=C1;CCCCCC;-4.99
o-xylene;hexane;CC1=CC=CC=C1C;CCCCCC;-5.22
m-xylene;hexane;CC1=CC(=CC=C1)C;CCCCCC;-4.99
p-xylene;hexane;CC1=CC=C(C=C1)C;CCCCCC;-5.01
methanol;hexane;CO;CCCCCC;-1.49
ethanol;hexane;CCO;CCCCCC;-2.73
1-propanol;hexane;CCCO;CCCCCC;-2.81
1-butanol;hexane;CCCCO;CCCCCC;-3.77
1-pentanol;hexane;CCCCCO;CCCCCC;-4.38
phenol;hexane;C1=CC=C(C=C1)O;CCCCCC;-5.49
1-hexanol;hexane;CCCCCCO;CCCCCC;-5.14
o-cresol;hexane;CC1=CC=CC=C1O;CCCCCC;-6.25
p-cresol;hexane;CC1=CC=C(C=C1)O;CCCCCC;-5.86
1-heptanol;hexane;CCCCCCCO;CCCCCC;-5.75
"1;4-dioxane";hexane;C1COCCO1;CCCCCC;-4.08
benzaldehyde;hexane;C1=CC=C(C=C1)C=O;CCCCCC;-5.53
acetone;hexane;CC(=O)C;CCCCCC;-2.6
2-butanone;hexane;CCC(=O)C;CCCCCC;-3.48
2-hexanone;hexane;CCCCC(=O)C;CCCCCC;-4.68
"3;3-dimethylbutanone";hexane;CC(=O)C(C)(C)C;CCCCCC;-4.34
2-heptanone;hexane;CCCCCC(=O)C;CCCCCC;-5.36
acetophenone;hexane;CC(=O)C1=CC=CC=C1;CCCCCC;-6.05
aceticacid;hexane;CC(O)=O;CCCCCC;-2.83
propanoicacid;hexane;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCCC;-2.98
methylacetate;hexane;COC(C)=O;CCCCCC;-3.12
methylpropanoate;hexane;CCC(=O)OC;CCCCCC;-3.65
ethylacetate;hexane;CCOC(=O)C;CCCCCC;-3.62
propylacetate;hexane;CCCOC(C)=O;CCCCCC;-4.1
methylpentanoate;hexane;CCCCC(=O)OC;CCCCCC;-4.94
butylacetate;hexane;CCCCOC(C)=O;CCCCCC;-4.86
methylhexanoate;hexane;CCCCCC(=O)OC;CCCCCC;-5.64
pentylacetate;hexane;CCCCCOC(C)=O;CCCCCC;-5.52
ethylamine;hexane;CCN;CCCCCC;-2.09
propylamine;hexane;CCCN;CCCCCC;-3.13
butylamine;hexane;CCCCN;CCCCCC;-3.62
pyridine;hexane;C1=CC=NC=C1;CCCCCC;-3.81
aniline;hexane;C1=CC=C(C=C1)N;CCCCCC;-5.43
nitroethane;hexane;CC[N+](=O)[O-];CCCCCC;-3.19
1-nitrobutane;hexane;CCCC[N+](=O)[O-];CCCCCC;-4.64
nitrobenzene;hexane;C1=CC=C(C=C1)[N+](=O)[O-];CCCCCC;-6.09
p-hydroxybenzaldehyde;hexane;C1=CC(=CC=C1C=O)O;CCCCCC;-9.18
fluorobenzene;hexane;C1=CC=C(C=C1)F;CCCCCC;-4.15
chloroform;hexane;C(Cl)(Cl)Cl;CCCCCC;-3.17
chlorobenzene;hexane;C1=CC=C(C=C1)Cl;CCCCCC;-5.14
"1;4-dichlorobenzene";hexane;C1=CC(=CC=C1Cl)Cl;CCCCCC;-5.69
bromoform;hexane;C(Br)(Br)Br;CCCCCC;-4.38
bromobenzene;hexane;C1=CC=C(C=C1)Br;CCCCCC;-5.66
p-bromophenol;hexane;C1=CC(=CC=C1O)Br;CCCCCC;-6.96
trimethylphosphate;hexane;COP(=O)(OC)OC;CCCCCC;-5.82
triethylphosphate;hexane;CCOP(=O)(OCC)OCC;CCCCCC;-6.78
tripropylphosphate;hexane;CCCO[P](=O)(OCCC)OCCC;CCCCCC;-7.24
"3;5-dibromo-4-hydroxybenzonitrile";hexane;C1=C(C=C(C(=C1Br)O)Br)C#N;CCCCCC;-9.67
nitromethane;hexane;C[N+](=O)[O-];CCCCCC;-2.9
benzamide;hexane;C1=CC=C(C=C1)C(=O)N;CCCCCC;-7.77
4-methylaniline;hexane;CC1=CC=C(C=C1)N;CCCCCC;-6.18
benzene;hexanol;C1=CC=CC=C1;CCCCCCO;-3.68
toluene;hexanol;CC1=CC=CC=C1;CCCCCCO;-4.27
ethylbenzene;hexanol;CCC1=CC=CC=C1;CCCCCCO;-4.54
phenol;hexanol;C1=CC=C(C=C1)O;CCCCCCO;-8.76
1-hexanol;hexanol;CCCCCCO;CCCCCCO;-7.05
o-cresol;hexanol;CC1=CC=CC=C1O;CCCCCCO;-8.76
m-cresol;hexanol;CC1=CC(=CC=C1)O;CCCCCCO;-8.42
p-cresol;hexanol;CC1=CC=C(C=C1)O;CCCCCCO;-9.21
formaldehyde;hexanol;C=O;CCCCCCO;-3.42
aceticacid;hexanol;CC(O)=O;CCCCCCO;-6.51
ethylamine;hexanol;CCN;CCCCCCO;-4.2
propylamine;hexanol;CCCN;CCCCCCO;-4.83
butylamine;hexanol;CCCCN;CCCCCCO;-5.5
p-bromophenol;hexanol;C1=CC(=CC=C1O)Br;CCCCCCO;-10.51
n-octane;iodobenzene;CCCCCCCC;C1=CC=C(C=C1)I;-4.72
toluene;iodobenzene;CC1=CC=CC=C1;C1=CC=C(C=C1)I;-4.99
methanol;iodobenzene;CO;C1=CC=C(C=C1)I;-2.18
ethanol;iodobenzene;CCO;C1=CC=C(C=C1)I;-3.18
1-propanol;iodobenzene;CCCO;C1=CC=C(C=C1)I;-3.52
1-butanol;iodobenzene;CCCCO;C1=CC=C(C=C1)I;-4.05
1-pentanol;iodobenzene;CCCCCO;C1=CC=C(C=C1)I;-5.02
phenol;iodobenzene;C1=CC=C(C=C1)O;C1=CC=C(C=C1)I;-6.76
1-hexanol;iodobenzene;CCCCCCO;C1=CC=C(C=C1)I;-5.71
o-cresol;iodobenzene;CC1=CC=CC=C1O;C1=CC=C(C=C1)I;-7.14
m-cresol;iodobenzene;CC1=CC(=CC=C1)O;C1=CC=C(C=C1)I;-6.04
p-cresol;iodobenzene;CC1=CC=C(C=C1)O;C1=CC=C(C=C1)I;-7.01
1-heptanol;iodobenzene;CCCCCCCO;C1=CC=C(C=C1)I;-6.53
"1;4-dioxane";iodobenzene;C1COCCO1;C1=CC=C(C=C1)I;-4.94
2-butanone;iodobenzene;CCC(=O)C;C1=CC=C(C=C1)I;-4.22
ethylamine;iodobenzene;CCN;C1=CC=C(C=C1)I;-2.73
propylamine;iodobenzene;CCCN;C1=CC=C(C=C1)I;-3.54
butylamine;iodobenzene;CCCCN;C1=CC=C(C=C1)I;-4.19
p-bromophenol;iodobenzene;C1=CC(=CC=C1O)Br;C1=CC=C(C=C1)I;-8.45
nitromethane;iodobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)I;-4.1
butanal;isobutanol;CCCC=O;CC(C)CO;-4.82
aceticacid;isobutanol;CC(O)=O;CC(C)CO;-6.8
propanoicacid;isobutanol;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC(C)CO;-6.98
butanoicacid;isobutanol;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CC(C)CO;-7.62
pentanoicacid;isobutanol;CCCCC(O)=O;CC(C)CO;-8.06
hexanoicacid;isobutanol;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CC(C)CO;-8.77
ethylacetate;isobutanol;CCOC(=O)C;CC(C)CO;-4.27
dimethylamine;isobutanol;CNC;CC(C)CO;-4.43
trimethylamine;isobutanol;CN(C)C;CC(C)CO;-3.9
piperazine;isobutanol;C1CNCCN1;CC(C)CO;-6.58
diethylamine;isobutanol;CCNCC;CC(C)CO;-4.86
dipropylamine;isobutanol;CCCNCCC;CC(C)CO;-5.87
pyridine;isobutanol;C1=CC=NC=C1;CC(C)CO;-5.87
piperidine;isobutanol;C1CCNCC1;CC(C)CO;-6.17
methylamine;isobutanol;CN;CC(C)CO;-4.56
isobutanol;isobutanol;CC(C)CO;CC(C)CO;-5.79
hydrogenperoxide;isobutanol;OO;CC(C)CO;-7.93
n-pentane;isooctane;CCCCC;CC(C)CC(C)(C)C;-3.21
n-hexane;isooctane;CCCCCC;CC(C)CC(C)(C)C;-3.08
n-octane;isooctane;CCCCCCCC;CC(C)CC(C)(C)C;-5.44
propene;isooctane;CC=C;CC(C)CC(C)(C)C;-1.61
1-butene;isooctane;CCC=C;CC(C)CC(C)(C)C;-2.26
1-pentene;isooctane;CCCC=C;CC(C)CC(C)(C)C;-2.36
benzene;isooctane;C1=CC=CC=C1;CC(C)CC(C)(C)C;-4.01
toluene;isooctane;CC1=CC=CC=C1;CC(C)CC(C)(C)C;-4.68
m-xylene;isooctane;CC1=CC(=CC=C1)C;CC(C)CC(C)(C)C;-5.12
ethanol;isooctane;CCO;CC(C)CC(C)(C)C;-2.44
1-propanol;isooctane;CCCO;CC(C)CC(C)(C)C;-3
1-butanol;isooctane;CCCCO;CC(C)CC(C)(C)C;-3.56
1-pentanol;isooctane;CCCCCO;CC(C)CC(C)(C)C;-4.17
phenol;isooctane;C1=CC=C(C=C1)O;CC(C)CC(C)(C)C;-5.3
1-hexanol;isooctane;CCCCCCO;CC(C)CC(C)(C)C;-5.1
o-cresol;isooctane;CC1=CC=CC=C1O;CC(C)CC(C)(C)C;-5.68
p-cresol;isooctane;CC1=CC=C(C=C1)O;CC(C)CC(C)(C)C;-5.59
"1;4-dioxane";isooctane;C1COCCO1;CC(C)CC(C)(C)C;-4.02
butanal;isooctane;CCCC=O;CC(C)CC(C)(C)C;-3.45
pentanal;isooctane;CCCCC=O;CC(C)CC(C)(C)C;-4.24
acetone;isooctane;CC(=O)C;CC(C)CC(C)(C)C;-2.44
2-butanone;isooctane;CCC(=O)C;CC(C)CC(C)(C)C;-3.4
2-pentanone;isooctane;CCCC(=O)C;CC(C)CC(C)(C)C;-4.14
2-hexanone;isooctane;CCCCC(=O)C;CC(C)CC(C)(C)C;-4.72
butylamine;isooctane;CCCCN;CC(C)CC(C)(C)C;-3.57
aniline;isooctane;C1=CC=C(C=C1)N;CC(C)CC(C)(C)C;-5.2
1-nitropropane;isooctane;CCC[N+](=O)[O-];CC(C)CC(C)(C)C;-3.94
ethanethiol;isooctane;CCS;CC(C)CC(C)(C)C;-3.13
1-propanethiol;isooctane;CCCS;CC(C)CC(C)(C)C;-3.78
chloroform;isooctane;C(Cl)(Cl)Cl;CC(C)CC(C)(C)C;-3.06
methylbenzoate;isooctane;COC(=O)C1=CC=CC=C1;CC(C)CC(C)(C)C;-6.71
nitromethane;isooctane;C[N+](=O)[O-];CC(C)CC(C)(C)C;-2.82
n-octane;isopropanol;CCCCCCCC;CC(C)O;-4.5
toluene;isopropanol;CC1=CC=CC=C1;CC(C)O;-4.38
ethanol;isopropanol;CCO;CC(C)O;-4.84
isopropanol;isopropanol;CC(C)O;CC(C)O;-4.82
"1;4-dioxane";isopropanol;C1COCCO1;CC(C)O;-4.49
2-butanone;isopropanol;CCC(=O)C;CC(C)O;-4.07
nitromethane;isopropanol;C[N+](=O)[O-];CC(C)O;-4
ethanol;isopropylbenzene;CCO;CC(C)C1=CC=CC=C1;-2.9
acetone;isopropylbenzene;CC(=O)C;CC(C)C1=CC=CC=C1;-3.32
2-butanone;isopropylbenzene;CCC(=O)C;CC(C)C1=CC=CC=C1;-4.02
2-pentanone;isopropylbenzene;CCCC(=O)C;CC(C)C1=CC=CC=C1;-4.84
2-hexanone;isopropylbenzene;CCCCC(=O)C;CC(C)C1=CC=CC=C1;-5.39
"3;3-dimethylbutanone";isopropylbenzene;CC(=O)C(C)(C)C;CC(C)C1=CC=CC=C1;-4.81
2-heptanone;isopropylbenzene;CCCCCC(=O)C;CC(C)C1=CC=CC=C1;-5.99
propanoicacid;isopropylbenzene;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC(C)C1=CC=CC=C1;-4.23
butanoicacid;isopropylbenzene;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CC(C)C1=CC=CC=C1;-4.93
methylpropanoate;isopropylbenzene;CCC(=O)OC;CC(C)C1=CC=CC=C1;-4.19
ethylacetate;isopropylbenzene;CCOC(=O)C;CC(C)C1=CC=CC=C1;-4.22
propylacetate;isopropylbenzene;CCCOC(C)=O;CC(C)C1=CC=CC=C1;-4.78
methylpentanoate;isopropylbenzene;CCCCC(=O)OC;CC(C)C1=CC=CC=C1;-5.45
butylacetate;isopropylbenzene;CCCCOC(C)=O;CC(C)C1=CC=CC=C1;-5.36
methylhexanoate;isopropylbenzene;CCCCCC(=O)OC;CC(C)C1=CC=CC=C1;-6.19
pentylacetate;isopropylbenzene;CCCCCOC(C)=O;CC(C)C1=CC=CC=C1;-6.13
butylamine;isopropylbenzene;CCCCN;CC(C)C1=CC=CC=C1;-4.06
water;isopropylbenzene;O;CC(C)C1=CC=CC=C1;-1.41
isopropylbenzene;isopropylbenzene;CC(C)C1=CC=CC=C1;CC(C)C1=CC=CC=C1;-6.04
