Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
thiophene,octanol,C1=CSC=C1,CCCCCCCCO,-3.89
ethanol,dodecane,CCO,CCCCCCCCCCCC,-2.06
ammonia,diethylether,N,CCOCC,-1.41
2;6-dichlorobenzonitrile,octanol,C1=CC(=C(C(=C1)Cl)C#N)Cl,CCCCCCCCO,-9.18
diethylamine,water,CCNCC,O,-4.07
diethylamine,benzene,CCNCC,C1=CC=CC=C1,-4.02
3;3-dimethylbutanone,chlorohexane,CC(=O)C(C)(C)C,CCCCCCCl,-4.98
1-hexanol,benzene,CCCCCCO,C1=CC=CC=C1,-6.13
1-butanol,decane,CCCCO,CCCCCCCCCC,-3.77
2-nitropropane,octanol,CC(C)[N+](=O)[O-],CCCCCCCCO,-4.23
fluorotrichloromethane,octanol,C(F)(Cl)(Cl)Cl,CCCCCCCCO,-2.63
nitromethane,hexane,C[N+](=O)[O-],CCCCCC,-2.9
pentanoicacid,heptane,CCCCC(O)=O,CCCCCCC,-5.23
2-pentanone,isopropylbenzene,CCCC(=O)C,CC(C)C1=CC=CC=C1,-4.84
2-ethylpyrazine,water,CCC1=NC=CN=C1,O,-5.51
chlorofluoromethane,water,C(F)Cl,O,-0.77
thioanisole,water,CSC1=CC=CC=C1,O,-2.73
formaldehyde,diisopropylether,C=O,CC(C)OC(C)C,-1.04
1-butene,hexadecane,CCC=C,CCCCCCCCCCCCCCCC,-2.03
chloroform,chloroform,C(Cl)(Cl)Cl,C(Cl)(Cl)Cl,-4.13
g-butyrolactone,butanone,C1CC(=O)OC1,CCC(=O)C,-4.47
p-xylene,water,CC1=CC=C(C=C1)C,O,-0.81
butylbenzene,butylbenzene,CCCCC1=CC=CC=C1,CCCCC1=CC=CC=C1,-6.86
2-heptanone,isopropylbenzene,CCCCCC(=O)C,CC(C)C1=CC=CC=C1,-5.99
piperazine,octanol,C1CNCCN1,CCCCCCCCO,-5.8
triethylphosphate,benzene,CCOP(=O)(OCC)OCC,C1=CC=CC=C1,-8.58
ethylacetate,chlorohexane,CCOC(=O)C,CCCCCCCl,-4.25
butylamine,dichloroethane,CCCCN,CC(Cl)Cl,-4.34
aceticacid,butylacetate,CC(O)=O,CCCCOC(C)=O,-6.11
methylperoxide,water,COOC,O,-5.28
piperidine,xylene,C1CCNCC1,CC1=CC=CC=C1C,-5.15
methylpentanoate,benzene,CCCCC(=O)OC,C1=CC=CC=C1,-5.83
2;2;2-trifluoroethanol,water,C(C(F)(F)F)O,O,-4.31
n-octane,acetophenone,CCCCCCCC,CC(=O)C1=CC=CC=C1,-4.24
3;3-dimethylbutanone,trimethylbenzene,CC(=O)C(C)(C)C,CC1=C(C(=CC=C1)C)C,-4.8
p-dibromobenzene,water,C1=CC(=CC=C1Br)Br,O,-2.3
ethylbenzene,cyclohexane,CCC1=CC=CC=C1,C1CCCCC1,-4.97
methylhexanoate,octane,CCCCCC(=O)OC,CCCCCCCC,-5.53
hexanoicacid,diethylether,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CCOCC,-8.85
N;N-dimethylformamide,octanol,CN(C)C=O,CCCCCCCCO,-6.14
m-cresol,water,CC1=CC(=CC=C1)O,O,-5.49
n-octane,2methylpyridine,CCCCCCCC,Cc1ccccn1,-4.73
hexanoicacid,secbutanol,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CCC(C)O,-8.11
chloroform,hexadecane,C(Cl)(Cl)Cl,CCCCCCCCCCCCCCCC,-3.38
Z-1;2-dichloroethene,hexadecane,C(=C\Cl)\Cl,CCCCCCCCCCCCCCCC,-3.33
dibromomethane,octanol,C(Br)Br,CCCCCCCCO,-4.18
2-pentanone,benzene,CCCC(=O)C,C1=CC=CC=C1,-5.14
4-methylaniline,octane,CC1=CC=C(C=C1)N,CCCCCCCC,-6.0
octafluorocyclobutane,octanol,C1(C(C(C1(F)F)(F)F)(F)F)(F)F,CCCCCCCCO,0.31
aniline,dichloroethane,C1=CC=C(C=C1)N,CC(Cl)Cl,-7.39
pentanoicacid,tributylphosphate,CCCCC(O)=O,CCCCOP(=O)(OCCCC)OCCCC,-8.82
propanoicacid,hexadecane,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCCCCCCCCCCCCCCC,-3.12
2-hexanone,octane,CCCCC(=O)C,CCCCCCCC,-4.6
diethylamine,diisopropylether,CCNCC,CC(C)OC(C)C,-3.78
water,tetralin,O,C1CCC2=CC=CC=C2C1,0.07
o-cresol,water,CC1=CC=CC=C1O,O,-5.87
tripropylphosphate,cyclohexane,CCCO[P](=O)(OCCC)OCCC,C1CCCCC1,-7.71
methylcyclohexane,water,CC1CCCCC1,O,1.71
acetamide,chloroform,CC(=O)N,C(Cl)(Cl)Cl,-7.05
allylalcohol,chloroform,OCC=C,C(Cl)(Cl)Cl,-4.34
tolfenamicacid,octanol,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,CCCCCCCCO,-13.76
propylamine,pentanol,CCCN,CCCCCO,-4.88
pyridine,benzene,C1=CC=NC=C1,C1=CC=CC=C1,-5.28
5-chlorouracil,water,C1=C(C(=O)NC(=O)N1)Cl,O,-17.74
o-xylene,diethylether,CC1=CC=CC=C1C,CCOCC,-5.58
pentylacetate,pentadecane,CCCCCOC(C)=O,CCCCCCCCCCCCCCC,-5.18
ethylphenylether,ethoxybenzene,CCOc1ccccc1,CCOC1=CC=CC=C1,-6.75
p-cresol,hexanol,CC1=CC=C(C=C1)O,CCCCCCO,-9.21
n-octane,benzene,CCCCCCCC,C1=CC=CC=C1,-5.35
2-butanone,isooctane,CCC(=O)C,CC(C)CC(C)(C)C,-3.4
ethylbenzene,ethylbenzene,CCC1=CC=CC=C1,CCC1=CC=CC=C1,-5.67
chlorodifluoromethane,water,C(F)(F)Cl,O,-0.5
ethylamine,iodobenzene,CCN,C1=CC=C(C=C1)I,-2.73
n-octane,butanone,CCCCCCCC,CCC(=O)C,-4.64
formaldehyde,benzylalcohol,C=O,C1=CC=C(C=C1)CO,-3.48
ethanethiol,hexadecane,CCS,CCCCCCCCCCCCCCCC,-2.96
2-methylpyridine,chloroform,CC1=CC=CC=N1,C(Cl)(Cl)Cl,-6.98
5-bromouracil,water,C1=C(C(=O)NC(=O)N1)Br,O,-18.17
3-bromopropene,hexadecane,C=CCBr,CCCCCCCCCCCCCCCC,-3.42
diethylpropanedioate,water,CCC(CC)(C([O-])=O)C([O-])=O,O,-6.0
cyclopentene,water,C1CC=CC1,O,0.56
dimethylamine,isobutanol,CNC,CC(C)CO,-4.43
p-bromophenol,iodobenzene,C1=CC(=CC=C1O)Br,C1=CC=C(C=C1)I,-8.45
2-nitropropane,water,CC(C)[N+](=O)[O-],O,-3.14
tetramethylsilane,octanol,C[Si](C)(C)C,CCCCCCCCO,-1.79
aceticacid,4methyl2pentanone,CC(O)=O,CC(C)CC(C)=O,-6.33
o-xylene,cyclohexane,CC1=CC=CC=C1C,C1CCCCC1,-5.54
propanal,diethylether,CCC=O,CCOCC,-3.85
1-octanol,butylacetate,CCCCCCCCO,CCCCOC(C)=O,-8.17
toluene,fluorobenzene,CC1=CC=CC=C1,C1=CC=C(C=C1)F,-5.27
chlorobenzene,chloroform,C1=CC=C(C=C1)Cl,C(Cl)(Cl)Cl,-5.45
1-hexanol,pentane,CCCCCCO,CCCCC,-4.97
1;2-diethoxyethane,water,CCOCCOCC,O,-3.54
nitroethane,octanol,CC[N+](=O)[O-],CCCCCCCCO,-3.93
benzaldehyde,heptane,C1=CC=C(C=C1)C=O,CCCCCCC,-5.5
methylpentanoate,heptane,CCCCC(=O)OC,CCCCCCC,-4.92
uracil,diethylether,C1=CNC(=O)NC1=O,CCOCC,-15.03
1-bromopentane,octanol,CCCCCBr,CCCCCCCCO,-4.68
1-hexanol,cyclohexane,CCCCCCO,C1CCCCC1,-5.31
g-butyrolactone,octanol,C1CC(=O)OC1,CCCCCCCCO,-6.83
bromobenzene,hexane,C1=CC=C(C=C1)Br,CCCCCC,-5.66
cyclohexane,hexadecyliodide,C1CCCCC1,CCCCCCCCCCCCCCCCI,-3.66
toluene,heptanol,CC1=CC=CC=C1,CCCCCCCO,-4.33
2-methyl-1-nitrobenzene,cyclohexane,CC1=CC=CC=C1[N+](=O)[O-],C1CCCCC1,-6.71
hydrogensulfide,diethylether,S,CCOCC,-0.6
nitromethane,acetophenone,C[N+](=O)[O-],CC(=O)C1=CC=CC=C1,-4.92
methylacetate,ethylbenzene,COC(C)=O,CCC1=CC=CC=C1,-3.74
2-methoxyethanol,diethylether,COCCO,CCOCC,-5.12
propanoicacid,cyclohexanone,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C1CCC(=O)CC1,-7.18
propanoicacid,hexane,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCCCCC,-2.98
butylamine,isopropylbenzene,CCCCN,CC(C)C1=CC=CC=C1,-4.06
t-butanol,diethylether,CC(C)(C)O,CCOCC,-4.8
5-nonanone,water,CCCCC(=O)CCCC,O,-2.67
2-methylaniline,water,CC1=CC=CC=C1N,O,-5.56
nitromethane,methylenechloride,C[N+](=O)[O-],C(Cl)Cl,-5.05
p-bromotoluene,hexadecane,CC1=CC=C(C=C1)Br,CCCCCCCCCCCCCCCC,-6.19
butanal,hexadecane,CCCC=O,CCCCCCCCCCCCCCCC,-3.1
aniline,chloroform,C1=CC=C(C=C1)N,C(Cl)(Cl)Cl,-7.34
methylpentanoate,dichloroethane,CCCCC(=O)OC,CC(Cl)Cl,-5.97
propylamine,nonane,CCCN,CCCCCCCCC,-2.96
anisole,water,COC1=CC=CC=C1,O,-2.45
methylacetate,chloroform,COC(C)=O,C(Cl)(Cl)Cl,-4.9
butylamine,heptanol,CCCCN,CCCCCCCO,-5.4
nitromethane,dimethylacetamide,C[N+](=O)[O-],CC(=O)N(C)C,-5.62
1;4-dichlorobenzene,diethylether,C1=CC(=CC=C1Cl)Cl,CCOCC,-6.18
2-heptanone,mesitylene,CCCCCC(=O)C,CC1=CC(=CC(=C1)C)C,-5.99
2-butanone,hexadecane,CCC(=O)C,CCCCCCCCCCCCCCCC,-3.12
ethane,hexadecane,CC,CCCCCCCCCCCCCCCC,-0.67
1;2-dimethoxyethane,water,COCCOC,O,-4.84
cyclopropane,water,C1CC1,O,0.75
2;6-dichlorothiobenzamide,water,C1=CC(=C(C(=C1)Cl)C(=S)N)Cl,O,-10.81
1-methylthymine,water,CC1=CN(C(=O)NC1=O)C,O,-10.4
ethanol,nitroethane,CCO,CC[N+](=O)[O-],-3.98
anisole,octanol,COC1=CC=CC=C1,CCCCCCCCO,-5.47
N-(3-hydroxyphenyl)acetamide,octanol,CC(=O)NC1=CC(=CC=C1)O,CCCCCCCCO,-14.93
methylisopropylether,water,COC(C)C,O,-2.01
acetophenone,octanol,CC(=O)C1=CC=CC=C1,CCCCCCCCO,-6.74
3;3-dimethylbutanone,isopropylbenzene,CC(=O)C(C)(C)C,CC(C)C1=CC=CC=C1,-4.81
ethylacetate,perfluorobenzene,CCOC(=O)C,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-4.56
ethene,water,C=C,O,1.27
propylacetate,nonane,CCCOC(C)=O,CCCCCCCCC,-4.07
methylpropanoate,octane,CCC(=O)OC,CCCCCCCC,-3.57
methylformate,octanol,COC=O,CCCCCCCCO,-2.82
ethanol,iodobenzene,CCO,C1=CC=C(C=C1)I,-3.18
1-butanol,iodobenzene,CCCCO,C1=CC=C(C=C1)I,-4.05
sulfolane,water,C1CCS(=O)(=O)C1,O,-8.61
1;1;1;2-tetrachloroethane,water,C(C(Cl)(Cl)Cl)Cl,O,-1.15
phenol,hexanol,C1=CC=C(C=C1)O,CCCCCCO,-8.76
2-butanone,fluorobenzene,CCC(=O)C,C1=CC=C(C=C1)F,-4.6
1;4-dioxane,benzene,C1COCCO1,C1=CC=CC=C1,-5.21
dichloromethane,hexadecyliodide,C(Cl)Cl,CCCCCCCCCCCCCCCCI,-2.76
toluene,ethanol,CC1=CC=CC=C1,CCO,-4.57
isopropylether,water,CC(C)OC(C)C,O,-0.53
ethylamine,dichloroethane,CCN,CC(Cl)Cl,-3.19
2-butanone,water,CCC(=O)C,O,-3.64
1;2-dichlorobenzene,undecane,C1=CC=C(C(=C1)Cl)Cl,CCCCCCCCCCC,-6.11
2-butanone,anisole,CCC(=O)C,COC1=CC=CC=C1,-4.43
hydrogenperoxide,benzene,OO,C1=CC=CC=C1,-4.77
ethylphenylether,hexadecane,CCOc1ccccc1,CCCCCCCCCCCCCCCC,-5.64
acetonitrile,heptane,CC#N,CCCCCCC,-2.06
ethylamine,heptane,CCN,CCCCCCC,-2.09
ethanol,ethoxybenzene,CCO,CCOC1=CC=CC=C1,-3.45
butylamine,nonane,CCCCN,CCCCCCCCC,-3.55
tetrachloroethene,water,C(=C(Cl)Cl)(Cl)Cl,O,0.05
diethylether,octanol,CCOCC,CCCCCCCCO,-2.89
aniline,hexane,C1=CC=C(C=C1)N,CCCCCC,-5.43
m-hydroxybenzaldehyde,cyclohexane,C1=CC(=CC(=C1)O)C=O,C1CCCCC1,-6.88
ethylacetate,xylene,CCOC(=O)C,CC1=CC=CC=C1C,-4.26
acetaldehyde,chloroform,CC=O,C(Cl)(Cl)Cl,-3.65
p-hydroxybenzaldehyde,chloroform,C1=CC(=CC=C1C=O)O,C(Cl)(Cl)Cl,-10.3
1;4-dioxane,hexadecane,C1COCCO1,CCCCCCCCCCCCCCCC,-3.82
aceticacid,nitrobenzene,CC(O)=O,C1=CC=C(C=C1)[N+](=O)[O-],-4.78
naphthalene,heptane,C1=CC=C2C=CC=CC2=C1,CCCCCCC,-7.02
n-octane,ethylacetate,CCCCCCCC,CCOC(=O)C,-4.72
4-methoxybenzoicacid,water,COc1ccc(cc1)C(O)=O,O,-9.15
2-heptanone,cyclohexane,CCCCCC(=O)C,C1CCCCC1,-5.47
N-methyl-2-pyrrolidinone,octanol,CN1CCCC1=O,CCCCCCCCO,-8.63
ethylbenzene,undecane,CCC1=CC=CC=C1,CCCCCCCCCCC,-5.44
methylpentanoate,trimethylbenzene,CCCCC(=O)OC,CC1=C(C(=CC=C1)C)C,-5.41
1-heptanol,tributylphosphate,CCCCCCCO,CCCCOP(=O)(OCCCC)OCCCC,-7.98
ethanol,tetrahydrothiophenedioxide,CCO,O=[S]1(=O)CCCC1,-4.3
o-cresol,dichloroethane,CC1=CC=CC=C1O,CC(Cl)Cl,-7.73
butylamine,bromobenzene,CCCCN,C1=CC=C(C=C1)Br,-4.22
diethylamine,octane,CCNCC,CCCCCCCC,-3.42
nitromethane,hexadecane,C[N+](=O)[O-],CCCCCCCCCCCCCCCC,-2.58
acetophenone,acetophenone,CC(=O)C1=CC=CC=C1,CC(=O)C1=CC=CC=C1,-7.59
hexanoicacid,octanol,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CCCCCCCCO,-8.82
propanoicacid,diethylether,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCOCC,-6.75
methylacetate,benzene,COC(C)=O,C1=CC=CC=C1,-4.04
ethylacetate,bromobenzene,CCOC(=O)C,C1=CC=C(C=C1)Br,-4.57
propylacetate,hexane,CCCOC(C)=O,CCCCCC,-4.1
ethylamine,ethylbenzene,CCN,CCC1=CC=CC=C1,-2.59
propylacetate,perfluorobenzene,CCCOC(C)=O,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-5.06
diethylamine,xylene,CCNCC,CC1=CC=CC=C1C,-3.93
2-methoxybenzoicacid,water,COC1=CC=CC=C1C(=O)O,O,-10.32
diethylsulfide,hexadecane,CCSCC,CCCCCCCCCCCCCCCC,-4.23
4-methylaniline,hexadecane,CC1=CC=C(C=C1)N,CCCCCCCCCCCCCCCC,-6.04
acetone,isopropylbenzene,CC(=O)C,CC(C)C1=CC=CC=C1,-3.32
n-octane,propanol,CCCCCCCC,CCCO,-4.39
2-pentanone,mesitylene,CCCC(=O)C,CC1=CC(=CC(=C1)C)C,-4.8
1;4-dichlorobenzene,cyclohexane,C1=CC(=CC=C1Cl)Cl,C1CCCCC1,-5.89
4-methylaniline,octanol,CC1=CC=C(C=C1)N,CCCCCCCCO,-7.44
1-nitropropane,cyclohexane,CCC[N+](=O)[O-],C1CCCCC1,-4.06
nitromethane,perfluorobenzene,C[N+](=O)[O-],C1(=C(C(=C(C(=C1F)F)F)F)F)F,-4.3
hexanoicacid,nitrobenzene,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,C1=CC=C(C=C1)[N+](=O)[O-],-7.26
t-butanol,octanol,CC(C)(C)O,CCCCCCCCO,-4.78
pyrrole,octanol,C1=CNC=C1,CCCCCCCCO,-5.28
1-hexanol,chloroform,CCCCCCO,C(Cl)(Cl)Cl,-6.67
Z-1;2-dichloroethene,water,C(=C\Cl)\Cl,O,-1.17
1-hexanol,hexane,CCCCCCO,CCCCCC,-5.14
ethanol,acetonitrile,CCO,CC#N,-4.43
benzaldehyde,octanol,C1=CC=C(C=C1)C=O,CCCCCCCCO,-6.13
nitrobenzene,hexane,C1=CC=C(C=C1)[N+](=O)[O-],CCCCCC,-6.09
ethylamine,pentane,CCN,CCCCC,-2.18
ethanol,dimethylpyridine,CCO,CC1=C(N=CC=C1)C,-4.87
2-octanone,heptane,CCCCCCC(=O)C,CCCCCCC,-5.68
E-1;2-dichloroethene,undecane,C(=C/Cl)\Cl,CCCCCCCCCCC,-3.6
pentylacetate,bromobenzene,CCCCCOC(C)=O,C1=CC=C(C=C1)Br,-6.35
3;3-dimethylbutanone,tetralin,CC(=O)C(C)(C)C,C1CCC2=CC=CC=C2C1,-4.19
urea,octanol,C(=O)(N)N,CCCCCCCCO,-10.93
3;3-dimethylbutanone,hexane,CC(=O)C(C)(C)C,CCCCCC,-4.34
2-butanone,octanol,CCC(=O)C,CCCCCCCCO,-3.78
1-pentanol,iodobenzene,CCCCCO,C1=CC=C(C=C1)I,-5.02
2-butanone,tetrahydrothiophenedioxide,CCC(=O)C,O=[S]1(=O)CCCC1,-4.09
2-hexanone,heptane,CCCCC(=O)C,CCCCCCC,-4.55
aniline,cyclohexane,C1=CC=C(C=C1)N,C1CCCCC1,-5.52
N-methyl-2-pyrrolidinone,heptane,CN1CCCC1=O,CCCCCCC,-5.8
fluorobenzene,hexadecane,C1=CC=C(C=C1)F,CCCCCCCCCCCCCCCC,-4.03
pentanal,hexadecane,CCCCC=O,CCCCCCCCCCCCCCCC,-3.89
2-hexanone,decane,CCCCC(=O)C,CCCCCCCCCC,-4.61
formamide,diethylether,C(=O)N,CCOCC,-5.97
acetophenone,dichloroethane,CC(=O)C1=CC=CC=C1,CC(Cl)Cl,-7.83
nitromethane,butanone,C[N+](=O)[O-],CCC(=O)C,-5.24
m-hydroxybenzaldehyde,diethylether,C1=CC(=CC(=C1)O)C=O,CCOCC,-11.36
pyridine,xylene,C1=CC=NC=C1,CC1=CC=CC=C1C,-5.12
1-pentanol,hexane,CCCCCO,CCCCCC,-4.38
formamide,hexadecane,C(=O)N,CCCCCCCCCCCCCCCC,-2.91
toluene,undecane,CC1=CC=CC=C1,CCCCCCCCCCC,-4.81
methylpentanoate,toluene,CCCCC(=O)OC,CC1=CC=CC=C1,-5.65
bromomethane,water,CBr,O,-0.82
benzonitrile,heptane,C1=CC=C(C=C1)C#N,CCCCCCC,-5.33
pentylacetate,hexane,CCCCCOC(C)=O,CCCCCC,-5.52
trimethylamine,hexadecane,CN(C)C,CCCCCCCCCCCCCCCC,-2.21
diiodomethane,octanol,C(I)I,CCCCCCCCO,-5.63
N-methylaniline,benzene,CNC1=CC=CC=C1,C1=CC=CC=C1,-6.64
1-hexanol,xylene,CCCCCCO,CC1=CC=CC=C1C,-5.85
methylbenzoate,decalin,COC(=O)C1=CC=CC=C1,C1CCC2CCCCC2C1,-6.76
n-heptane,hexadecyliodide,CCCCCCC,CCCCCCCCCCCCCCCCI,-3.9
n-hexane,hexane,CCCCCC,CCCCCC,-4.0
thiophenol,octanol,C1=CC=C(C=C1)S,CCCCCCCCO,-5.99
ethylbenzene,octanol,CCC1=CC=CC=C1,CCCCCCCCO,-5.08
cyclopropane,octanol,C1CC1,CCCCCCCCO,-1.6
toluene,heptane,CC1=CC=CC=C1,CCCCCCC,-4.78
2;2'-dichlorobiphenyl,heptane,C1=CC=C(C(=C1)C2=CC=CC=C2Cl)Cl,CCCCCCC,-9.22
pentanoicacid,hexadecane,CCCCC(O)=O,CCCCCCCCCCCCCCCC,-4.61
trimethylamine,toluene,CN(C)C,CC1=CC=CC=C1,-2.71
formaldehyde,secbutanol,C=O,CCC(C)O,-2.86
1-hexanol,tributylphosphate,CCCCCCO,CCCCOP(=O)(OCCCC)OCCCC,-7.68
1;4-dioxane,fluorobenzene,C1COCCO1,C1=CC=C(C=C1)F,-5.18
ethanol,benzylalcohol,CCO,C1=CC=C(C=C1)CO,-4.84
1-butanol,xylene,CCCCO,CC1=CC=CC=C1C,-4.17
2-hexanone,water,CCCCC(=O)C,O,-3.29
5-fluorouracil,ethylacetate,C1=C(C(=O)NC(=O)N1)F,CCOC(=O)C,-16.1
1-propanethiol,octanol,CCCS,CCCCCCCCO,-3.52
g-butyrolactone,nitromethane,C1CC(=O)OC1,C[N+](=O)[O-],-5.45
chlorobenzene,diethylether,C1=CC=C(C=C1)Cl,CCOCC,-5.42
ethylamine,diethylether,CCN,CCOCC,-2.89
1-propanol,cyclohexane,CCCO,C1CCCCC1,-2.73
methylpentanoate,butylbenzene,CCCCC(=O)OC,CCCCC1=CC=CC=C1,-5.37
o-cresol,benzene,CC1=CC=CC=C1O,C1=CC=CC=C1,-7.44
o-cresol,iodobenzene,CC1=CC=CC=C1O,C1=CC=C(C=C1)I,-7.14
n-octane,cyclohexane,CCCCCCCC,C1CCCCC1,-5.63
water,chloroform,O,C(Cl)(Cl)Cl,-2.05
1-nitropropane,toluene,CCC[N+](=O)[O-],CC1=CC=CC=C1,-5.25
nitromethane,bromobenzene,C[N+](=O)[O-],C1=CC=C(C=C1)Br,-4.25
4-heptanone,hexadecane,CCCC(=O)CCC,CCCCCCCCCCCCCCCC,-5.2
hexachloroethane,water,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,O,-1.4
acetone,tetralin,CC(=O)C,C1CCC2=CC=CC=C2C1,-2.54
1-propanol,water,CCCO,O,-4.83
tetrahydrofuran,water,C1CCOC1,O,-3.47
butylacetate,decane,CCCCOC(C)=O,CCCCCCCCCC,-4.66
n-hexane,benzene,CCCCCC,C1=CC=CC=C1,-3.62
1-pentanol,isooctane,CCCCCO,CC(C)CC(C)(C)C,-4.17
methylpentanoate,ethylbenzene,CCCCC(=O)OC,CCC1=CC=CC=C1,-5.56
cis-1;2-dimethylcyclohexane,water,C[C@@H]1CCCC[C@@H]1C,O,1.58
hexanoicacid,butanol,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CCCCO,-8.75
propylacetate,carbondisulfide,CCCOC(C)=O,C(=S)=S,-4.63
2-heptanone,octanol,CCCCCC(=O)C,CCCCCCCCO,-5.65
iodoethane,octanol,CCI,CCCCCCCCO,-3.45
nitromethane,nitrobenzene,C[N+](=O)[O-],C1=CC=C(C=C1)[N+](=O)[O-],-4.9
1;4-dioxane,acetophenone,C1COCCO1,CC(=O)C1=CC=CC=C1,-5.03
p-bromophenol,xylene,C1=CC(=CC=C1O)Br,CC1=CC=CC=C1C,-8.69
1-pentanol,water,CCCCCO,O,-4.47
hexanoicacid,dichloroethane,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CC(Cl)Cl,-7.33
o-cresol,toluene,CC1=CC=CC=C1O,CC1=CC=CC=C1,-7.43
ethylperoxide,water,CCOOCC,O,-5.32
1-butanol,tributylphosphate,CCCCO,CCCCOP(=O)(OCCCC)OCCCC,-6.28
n-hexadecane,hexadecane,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,-10.52
2-methylpyrazine,octanol,CC1=NC=CN=C1,CCCCCCCCO,-5.87
1-bromo-1-chloro-2;2;2-trifluoroethane,hexadecane,C(C(F)(F)F)(Cl)Br,CCCCCCCCCCCCCCCC,-2.97
3-methoxybenzoicacid,octanol,COC1=CC=CC(=C1)C(=O)O,CCCCCCCCO,-11.69
water,diethylether,O,CCOCC,-3.85
1-hexanol,bromoform,CCCCCCO,C(Br)(Br)Br,-6.2
hexanoicacid,heptane,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CCCCCCC,-6.54
1-butanol,cyclohexane,CCCCO,C1CCCCC1,-3.52
2-butanone,nonane,CCC(=O)C,CCCCCCCCC,-3.2
pyridine,dichloroethane,C1=CC=NC=C1,CC(Cl)Cl,-5.53
phenol,diisopropylether,C1=CC=C(C=C1)O,CC(C)OC(C)C,-8.35
uracil,water,C1=CNC(=O)NC1=O,O,-16.59
p-hydroxybenzaldehyde,water,C1=CC(=CC=C1C=O)O,O,-10.48
nitrobenzene,diethylether,C1=CC=C(C=C1)[N+](=O)[O-],CCOCC,-6.85
E-1;2-dichloroethene,water,C(=C/Cl)\Cl,O,-0.76
nitroethane,nitroethane,CC[N+](=O)[O-],CC[N+](=O)[O-],-5.53
1-methylthymine,chloroform,CC1=CN(C(=O)NC1=O)C,C(Cl)(Cl)Cl,-9.71
1-fluorohexane,hexadecane,CCCCCCF,CCCCCCCCCCCCCCCC,-4.03
1-propanol,octanol,CCCO,CCCCCCCCO,-5.02
1;1-dimethyl-3-phenylurea,octanol,CN(C)C(=O)NC1=CC=CC=C1,CCCCCCCCO,-13.12
m-cresol,octanol,CC1=CC(=CC=C1)O,CCCCCCCCO,-8.2
2-butanone,ethoxybenzene,CCC(=O)C,CCOC1=CC=CC=C1,-4.28
4-ethylpyridine,water,CCC1=CC=NC=C1,O,-4.74
butylamine,decanol,CCCCN,CCCCCCCCCCO,-5.22
ammonia,benzene,N,C1=CC=CC=C1,-1.12
N;N-dimethylacetamide,chloroform,CC(=O)N(C)C,C(Cl)(Cl)Cl,-8.38
1-iodopentane,water,CCCCCI,O,-0.12
tetrafluoromethane,octanol,C(F)(F)(F)F,CCCCCCCCO,1.5
methane,hexadecane,C,CCCCCCCCCCCCCCCC,0.45
bromobenzene,decane,C1=CC=C(C=C1)Br,CCCCCCCCCC,-5.43
ethanol,xylene,CCO,CC1=CC=CC=C1C,-3.42
hexanoicacid,benzene,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,C1=CC=CC=C1,-6.94
hydrogenperoxide,ethylacetate,OO,CCOC(=O)C,-7.6
dimethylether,water,COC,O,-1.92
methanol,xylene,CO,CC1=CC=CC=C1C,-1.73
5-bromouracil,diethylether,C1=C(C(=O)NC(=O)N1)Br,CCOCC,-17.01
benzonitrile,cyclohexane,C1=CC=C(C=C1)C#N,C1CCCCC1,-5.54
piperazine,isobutanol,C1CNCCN1,CC(C)CO,-6.58
2-butanone,isopropylbenzene,CCC(=O)C,CC(C)C1=CC=CC=C1,-4.02
1;1-dichloro-2;2-difluoroethylmethylether,octanol,FC(F)CC(Cl)(Cl)OC(Cl)(Cl)CC(F)F,CCCCCCCCO,-4.02
butanoicacid,4methyl2pentanone,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CC(C)CC(C)=O,-7.44
hydrogensulfide,chloroform,S,C(Cl)(Cl)Cl,-0.51
toluene,chlorobenzene,CC1=CC=CC=C1,C1=CC=C(C=C1)Cl,-5.18
iodomethane,water,CI,O,-0.89
diethylamine,hexadecane,CCNCC,CCCCCCCCCCCCCCCC,-3.27
1-heptanol,hexane,CCCCCCCO,CCCCCC,-5.75
butylamine,nonanol,CCCCN,CCCCCCCCCO,-5.35
dichloromethane,octanol,C(Cl)Cl,CCCCCCCCO,-3.07
